repo_merged,total_files,unique_sources,num_sources,multiple_files,multiple_sources
0x-j/aptos-full-stack-template,1,claude,1,False,False
0x80/isolate-package,1,agents,1,False,False
12noonLLC/LicenseManagerX,1,copilot-instructions,1,False,False
3MFConsortium/gladius,1,copilot-instructions,1,False,False
3rdIteration/btcrecover,1,agents,1,False,False
514-labs/moose,3,agents;claude;copilot-instructions,3,True,True
567-labs/instructor,1,claude,1,False,False
567-labs/kura,1,claude,1,False,False
567-labs/systematically-improving-rag,1,agents,1,False,False
6529-Collections/6529seize-backend,1,agents,1,False,False
AArnott/Nerdbank.MessagePack,1,copilot-instructions,1,False,False
AI-Escape/open-ice,1,agents,1,False,False
AIDotNet/Thor,1,claude,1,False,False
AccelerationConsortium/ac-training-lab,1,copilot-instructions,1,False,False
Advance-Technologies-Foundation/clio,1,copilot-instructions,1,False,False
AfterShip/clickhouse-sql-parser,1,claude,1,False,False
Agoric/agoric-sdk,2,agents;copilot-instructions,2,True,True
AgustinOberg/leshi-ui,2,agents;claude,2,True,True
AhmedElywa/prisma-tools,1,claude,1,False,False
AhmedSalih3d/SPHExample,1,agents,1,False,False
Aiko-IT-Systems/DisCatSharp,1,copilot-instructions,1,False,False
Akira-Papa/Claude-Code-Communication,1,claude,1,False,False
AlexGladkov/JetHabit,1,agents,1,False,False
AlexGreason/NozzleSim,1,agents,1,False,False
Alhem-Software-AB/CppSocketsLibrary,1,agents,1,False,False
AlphaGit/worklogger,1,agents,1,False,False
AmoyLab/Unla,1,claude,1,False,False
AmyJeanes/TARDIS,1,copilot-instructions,1,False,False
AndrewAltimit/template-repo,3,agents;claude;copilot-instructions,3,True,True
Anselmoo/spectrafit,1,copilot-instructions,1,False,False
AntGalanin06/Metadata_Cleaner,1,claude,1,False,False
AodhanHayter/opencode-flake,2,agents;claude,2,True,True
Apollon77/ioBroker.alexa2,1,copilot-instructions,1,False,False
ArcInstitute/SRAgent,1,agents,1,False,False
ArduPilot/MethodicConfigurator,1,copilot-instructions,1,False,False
ArjenSchwarz/fog,1,agents,1,False,False
ArthurSonzogni/FTXUI,1,copilot-instructions,1,False,False
ArtifactLabs/git-recycle-bin,1,agents,1,False,False
AstrBotDevs/AstrBot,1,copilot-instructions,1,False,False
Atyantik/flarekit,1,agents,1,False,False
AustinKelsay/plebdevs,1,agents,1,False,False
AustinKelsay/snstr,2,agents;claude,2,True,True
Azure-Samples/Apim-Samples,1,copilot-instructions,1,False,False
Azure-Samples/adaptive-rag-workbench,1,copilot-instructions,1,False,False
Azure-Samples/aisearch-openai-rag-audio,1,agents,1,False,False
Azure-Samples/azure-ai-travel-agents,2,agents;copilot-instructions,2,True,True
Azure-Samples/azure-search-openai-demo,1,agents,1,False,False
Azure-Samples/eShopLite,1,copilot-instructions,1,False,False
Azure-Samples/rag-postgres-openai-python,2,agents;copilot-instructions,2,True,True
Azure-Samples/serverless-chat-langchainjs,1,agents,1,False,False
Azure/AgentBaker,1,copilot-instructions,1,False,False
Azure/AzureLocal-Supportability,1,copilot-instructions,1,False,False
Azure/LogicAppsUX,2,claude;copilot-instructions,2,True,True
Azure/PSRule.Rules.Azure,1,copilot-instructions,1,False,False
Azure/adx-mon,1,copilot-instructions,1,False,False
Azure/aks-mcp,1,copilot-instructions,1,False,False
Azure/autorest.go,1,copilot-instructions,1,False,False
Azure/autorest.java,1,copilot-instructions,1,False,False
Azure/autorest.python,1,copilot-instructions,1,False,False
Azure/autorest.typescript,1,copilot-instructions,1,False,False
Azure/awesome-azd,1,copilot-instructions,1,False,False
Azure/azqr,2,agents;copilot-instructions,2,True,True
Azure/azure-cli-extensions,1,copilot-instructions,1,False,False
Azure/azure-dev,1,copilot-instructions,1,False,False
Azure/azure-functions-host,1,copilot-instructions,1,False,False
Azure/azure-mcp,1,copilot-instructions,1,False,False
Azure/azure-rest-api-specs,1,copilot-instructions,1,False,False
Azure/azure-sdk-for-cpp,1,copilot-instructions,1,False,False
Azure/azure-sdk-for-go,1,copilot-instructions,1,False,False
Azure/azure-sdk-for-java,1,copilot-instructions,1,False,False
Azure/azure-sdk-for-js,2,claude;copilot-instructions,2,True,True
Azure/azure-sdk-for-net,1,copilot-instructions,1,False,False
Azure/azure-sdk-for-python,1,copilot-instructions,1,False,False
Azure/azure-sdk-for-rust,2,agents;copilot-instructions,2,True,True
Azure/azure-sdk-tools,1,copilot-instructions,1,False,False
Azure/azure-service-operator,1,copilot-instructions,1,False,False
Azure/azure-storage-fuse,1,copilot-instructions,1,False,False
Azure/bicep-registry-modules,1,copilot-instructions,1,False,False
Azure/co-op-translator,1,agents,1,False,False
Azure/dalec,1,copilot-instructions,1,False,False
Azure/fleet,2,claude;copilot-instructions,2,True,True
Azure/fleet-networking,1,copilot-instructions,1,False,False
Azure/iot-operations-sdks,1,copilot-instructions,1,False,False
Azure/telescope,2,claude;copilot-instructions,2,True,True
Azure/terraform-azurerm-avm-ptn-alz-management,2,agents;copilot-instructions,2,True,True
Azure/terraform-azurerm-avm-ptn-virtualwan,2,agents;copilot-instructions,2,True,True
Azure/terraform-azurerm-avm-res-app-managedenvironment,2,agents;copilot-instructions,2,True,True
Azure/terraform-azurerm-avm-res-authorization-roleassignment,2,agents;copilot-instructions,2,True,True
Azure/terraform-azurerm-avm-res-databricks-workspace,2,agents;copilot-instructions,2,True,True
Azure/terraform-azurerm-avm-res-documentdb-databaseaccount,2,agents;copilot-instructions,2,True,True
Azure/terraform-azurerm-avm-res-keyvault-vault,2,agents;copilot-instructions,2,True,True
Azure/typespec-azure,1,copilot-instructions,1,False,False
AzureAD/microsoft-authentication-library-for-dotnet,1,copilot-instructions,1,False,False
AzureAD/microsoft-authentication-library-for-js,1,copilot-instructions,1,False,False
AzureAD/microsoft-identity-abstractions-for-dotnet,1,copilot-instructions,1,False,False
AzureAD/microsoft-identity-web,1,copilot-instructions,1,False,False
AzureCosmosDB/CosmicWorks,1,copilot-instructions,1,False,False
BBMRI-ERIC/negotiator,1,copilot-instructions,1,False,False
BMPixel/cui,1,claude,1,False,False
Bad3r/dotfiles,1,claude,1,False,False
BarbourSmith/Abundance,1,copilot-instructions,1,False,False
BarthPaleologue/CosmosJourneyer,1,agents,1,False,False
BeehiveInnovations/zen-mcp-server,2,agents;claude,2,True,True
Benzo-Fury/Unionize,1,agents,1,False,False
BernardinD/PhotoWordFind,1,agents,1,False,False
BernhardPollerspoeck/PlusUi,2,claude;copilot-instructions,2,True,True
BerriAI/litellm,2,agents;claude,2,True,True
BittnerPierre/AI-Agent-Casebook,2,agents;claude,2,True,True
BjornMelin/mcp-search-hub,1,claude,1,False,False
BoldGrid/w3-total-cache,1,agents,1,False,False
BretJohnson/hot-preview,2,agents;claude,2,True,True
BrianLeishman/go-imap,1,agents,1,False,False
BrighterCommand/Brighter,2,claude;copilot-instructions,2,True,True
CIRISAI/CIRISAgent,2,agents;claude,2,True,True
CSSLab/maia-platform-frontend,1,claude,1,False,False
CSUSTers/csust-got,1,copilot-instructions,1,False,False
Cahmoraes/clean-arch-solid-ddd,1,copilot-instructions,1,False,False
CallMeGreg/gh-language,1,copilot-instructions,1,False,False
Cap-go/capgo,1,claude,1,False,False
CapSoftware/Cap,2,agents;claude,2,True,True
Catfriend1/syncthing-lite,1,copilot-instructions,1,False,False
Chainlit/chainlit,1,copilot-instructions,1,False,False
ChristianKleineidam/logging_to_logcat,1,agents,1,False,False
CitizensFoundation/policy-synth,1,agents,1,False,False
CitizensFoundation/your-priorities-app,1,agents,1,False,False
Clarifai/clarifai-python,1,copilot-instructions,1,False,False
Clarity-Digital-Twin/big-mood-detector,1,claude,1,False,False
ClipboardHealth/core-utils,1,claude,1,False,False
CodeWithCJ/SparkyFitness,1,copilot-instructions,1,False,False
Comfy-Org/Comfy-PR,1,claude,1,False,False
Comfy-Org/ComfyUI_frontend,3,agents;claude;copilot-instructions,3,True,True
Comfy-Org/comfy-claude-prompt-library,1,claude,1,False,False
Comfy-Org/desktop,1,claude,1,False,False
Comfy-Org/registry-web,1,claude,1,False,False
CommunityToolkit/Aspire,1,copilot-instructions,1,False,False
ComposioHQ/composio,1,claude,1,False,False
Cosmian/kms,1,copilot-instructions,1,False,False
Cratis/Chronicle,1,copilot-instructions,1,False,False
Cysharp/MagicOnion,1,copilot-instructions,1,False,False
DaRacci/nix-config,1,agents,1,False,False
Damecek/force-navigator-reloaded,1,agents,1,False,False
DamianB-BitFlipper/uttertype,1,claude,1,False,False
DannyMac180/meta-agent,1,agents,1,False,False
DartGit-dev/git2dart,1,agents,1,False,False
Data-Simply/pyretailscience,1,claude,1,False,False
DataDog/datadog-agent,2,agents;claude,2,True,True
DataDog/datadog-ci-rb,2,agents;claude,2,True,True
DaveSkender/Stock.Indicators,1,copilot-instructions,1,False,False
DavidLiedle/ChatGPT,1,claude,1,False,False
Deltares/Ribasim,1,copilot-instructions,1,False,False
Dereje1/smart-recipe-generator,1,agents,1,False,False
DestinyItemManager/DIM,2,claude;copilot-instructions,2,True,True
DevelopedByDev/autoquill_ai,1,claude,1,False,False
DhvanilPatel/what-the-token,1,agents,1,False,False
Dimensionfall/Dimensionfall,1,agents,1,False,False
Djobleezy/DeepSea-Dashboard,1,agents,1,False,False
DougHaber/lair,1,agents,1,False,False
DragonJAR/DVVCA,1,agents,1,False,False
DumbWareio/DumbAssets,1,copilot-instructions,1,False,False
ESPresense/ESPresense,1,agents,1,False,False
ESPresense/ESPresense-companion,2,agents;claude,2,True,True
East-Showdown/East-Showdown,1,agents,1,False,False
EasyCorp/EasyAdminBundle,2,agents;copilot-instructions,2,True,True
EchoingVesper/mcp-task-orchestrator,1,claude,1,False,False
Ed-Fi-Alliance-OSS/Project-Tanager,1,copilot-instructions,1,False,False
EdgeApp/edge-react-gui,1,agents,1,False,False
EduardoPires/EquinoxProject,1,agents,1,False,False
Effect-TS/effect-smol,2,agents;claude,2,True,True
Epix-Incorporated/Adonis,1,copilot-instructions,1,False,False
Equationzhao/g,1,copilot-instructions,1,False,False
EricLBuehler/mistral.rs,2,agents;claude,2,True,True
EternisAI/enchanted-twin,1,agents,1,False,False
EvilBeaver/OneScript,1,copilot-instructions,1,False,False
EvolvingLMMs-Lab/lmms-eval,1,claude,1,False,False
Expensify/App,1,claude,1,False,False
Extralit/extralit,2,claude;copilot-instructions,2,True,True
F286/VsHelix,1,agents,1,False,False
FBartos/BayesTools,1,copilot-instructions,1,False,False
FBartos/RoBMA,1,copilot-instructions,1,False,False
FBoucher/2d6-dungeon-app,1,copilot-instructions,1,False,False
FarmBot/Farmbot-Web-App,1,agents,1,False,False
FastLED/FastLED,1,claude,1,False,False
Fewsats/proxy402,1,claude,1,False,False
FidelusAleksander/ghcertified,1,copilot-instructions,1,False,False
FinAegis/core-banking-prototype-laravel,2,agents;claude,2,True,True
FluidGroup/Brightroom,1,claude,1,False,False
FlutterKaigi/2025,1,claude,1,False,False
Forneck/vitalia-reborn,1,copilot-instructions,1,False,False
ForumMagnum/ForumMagnum,2,agents;claude,2,True,True
Frankiey/codex,1,agents,1,False,False
Fraunhofer-AISEC/cpg,1,copilot-instructions,1,False,False
Freeesia/WindowTranslator,1,copilot-instructions,1,False,False
Freika/dawarich,1,claude,1,False,False
FricoRico/Versta.Android,1,copilot-instructions,1,False,False
FriendsOfShopware/shopmon,1,claude,1,False,False
Fu-Jie/openwebui-chat-client,1,copilot-instructions,1,False,False
FutureMUD/FutureMUD,1,agents,1,False,False
GH-Event-Demos/gitvision-workshop,1,copilot-instructions,1,False,False
GMPrakhar/MAUI-Designer,1,copilot-instructions,1,False,False
GovAlta/ui-components,1,copilot-instructions,1,False,False
Govcraft/acton-reactive,1,claude,1,False,False
GrantBirki/git-diff-action,1,copilot-instructions,1,False,False
GrantBirki/json-yaml-validate,1,copilot-instructions,1,False,False
Gumball12/yuki-no,2,agents;claude,2,True,True
HackerspaceMumbai/Visage,1,copilot-instructions,1,False,False
HelgeSverre/vite-plugin-server-actions,1,claude,1,False,False
Helicone/helicone,2,agents;claude,2,True,True
HeroSizy/cucumberstudio-mcp,1,claude,1,False,False
HikaruEgashira/parsentry,1,claude,1,False,False
HotCakeX/Harden-Windows-Security,1,copilot-instructions,1,False,False
Humanizr/Humanizer,2,agents;copilot-instructions,2,True,True
INQTR/poker-planning,1,claude,1,False,False
Iamshankhadeep/ccseva,1,claude,1,False,False
IlyaKuprov/Spinach,1,agents,1,False,False
Insight-Services-APAC/ingenious,3,agents;claude;copilot-instructions,3,True,True
IntelliTect/Coalesce,1,agents,1,False,False
IntelliTect/EssentialCSharp.Web,1,copilot-instructions,1,False,False
J-Tech-Japan/Sekiban,2,claude;copilot-instructions,2,True,True
JFolberth/ai-in-a-box,1,copilot-instructions,1,False,False
JMBeresford/retrom,1,copilot-instructions,1,False,False
JabRef/JabRefOnline,1,copilot-instructions,1,False,False
JayDoubleu/agentic-book,1,claude,1,False,False
Jij-Inc/ommx,1,claude,1,False,False
Jij-Inc/pyo3-stub-gen,1,claude,1,False,False
Jij-Inc/serde-pyobject,1,claude,1,False,False
Jiu-xiao/libxr,1,agents,1,False,False
JoeDupuis/summoncircle,2,agents;claude,2,True,True
John0n1/CamSniff,1,copilot-instructions,1,False,False
JoshuaDodds/cerbomoticzgx,1,agents,1,False,False
JuliaBesties/BestieTemplate.jl,1,claude,1,False,False
JuliaLang/julia,2,agents;claude,2,True,True
K9i-0/ClaudeCodeMonitor,1,claude,1,False,False
Kanaries/ml,1,agents,1,False,False
KarlTDebiec/Scinoephile,1,agents,1,False,False
Kevinrob/guzzle-cache-middleware,1,copilot-instructions,1,False,False
Kiln-AI/Kiln,1,agents,1,False,False
Kilo-Org/kilocode,1,copilot-instructions,1,False,False
Knowledge-Graph-Hub/kg-registry,1,copilot-instructions,1,False,False
KomodoPlatform/komodo-wallet,1,agents,1,False,False
Kotlin-Android-Open-Source/MVI-Coroutines-Flow,1,copilot-instructions,1,False,False
Kr1ptal/ethers-kt,1,claude,1,False,False
KristopherKubicki/glimpser,1,agents,1,False,False
Kuan-Lun/johansen-null-eigenspectra,1,agents,1,False,False
LLFourn/secp256kfun,1,claude,1,False,False
LZong-tw/readwise-reader-management,1,claude,1,False,False
LadyKerr/quibit,1,copilot-instructions,1,False,False
LayerZero-Labs/devtools,1,agents,1,False,False
LocalSymmetry/lofn,1,agents,1,False,False
Lumiwealth/lumibot,1,copilot-instructions,1,False,False
LuthienResearch/luthien_control,1,claude,1,False,False
M-CreativeLab/jsar-runtime,1,copilot-instructions,1,False,False
MAAP-Project/maap-api-nasa,1,claude,1,False,False
MCPJam/inspector,2,agents;claude,2,True,True
MFlowCode/MFC,1,copilot-instructions,1,False,False
MafiaHub/Framework,1,claude,1,False,False
MagnaCapax/PMSS,1,agents,1,False,False
MagnivOrg/prompt-layer-docs,1,claude,1,False,False
Maharishiva/LiT-agent,1,claude,1,False,False
MakePrisms/boardwalkcash,1,agents,1,False,False
MartinPdeS/PyMieSim,1,copilot-instructions,1,False,False
MasatoMakino/threejs-billboard,1,claude,1,False,False
MasterOfBinary/gobatch,2,agents;claude,2,True,True
MaxKorlaar/hypixel-signatures,2,claude;copilot-instructions,2,True,True
MaximiliumM/appearancemenumod,1,agents,1,False,False
Maximooch/penguin,1,agents,1,False,False
MaxwellBo/poppenhuis,1,claude,1,False,False
Medo42/Faucet-Lobby,1,claude,1,False,False
MelbourneDeveloper/osprey,1,claude,1,False,False
Melvynx/saveit.now,2,agents;claude,2,True,True
MemberJunction/MJ,1,claude,1,False,False
MemoWikis/webapp,1,copilot-instructions,1,False,False
MetricsHub/jawk,1,agents,1,False,False
Metta-AI/metta,2,agents;claude,2,True,True
Mickey-snow/SuperEngine,1,agents,1,False,False
MicroPyramid/opensource-startup-crm,2,claude;copilot-instructions,2,True,True
MicrosoftDocs/azure-dev-docs,1,copilot-instructions,1,False,False
MicrosoftDocs/azure-devops-docs,1,copilot-instructions,1,False,False
MicrosoftDocs/m365copilot-docs,1,copilot-instructions,1,False,False
MiguelElGallo/iparq,1,copilot-instructions,1,False,False
MihaiCristianCondrea/Android-Studio-Tutorials-Java-Edition,1,agents,1,False,False
MihaiCristianCondrea/Smart-Cleaner-for-Android,1,agents,1,False,False
MihaiCristianCondrea/com.d4rk.englishwithlidia.plus,1,agents,1,False,False
MihaiCristianCondrea/com.d4rk.qrcodescanner.plus,1,agents,1,False,False
MikePopoloski/slang,1,copilot-instructions,1,False,False
MinBZK/poc-machine-law,1,claude,1,False,False
ModerRAS/TelegramSearchBot,2,claude;copilot-instructions,2,True,True
MontrealAI/AGI-Alpha-Agent-v0,1,agents,1,False,False
MooVC/Fluentify,1,agents,1,False,False
MoonLadderStudios/MoonMind,1,agents,1,False,False
MooncellWiki/torappu,2,agents;claude,2,True,True
MrLightspeed/Bad-Idea-AI,1,agents,1,False,False
Myriad-Dreamin/tinymist,1,copilot-instructions,1,False,False
MystenLabs/ts-sdks,1,claude,1,False,False
NB-Core/lotgd,1,agents,1,False,False
NEXL-LTS/odata_duty-ruby,1,agents,1,False,False
NG-ZORRO/ng-zorro-antd,1,copilot-instructions,1,False,False
NOAA-EMC/global-workflow,1,copilot-instructions,1,False,False
NaniDAO/coinchan,1,claude,1,False,False
Nantero1/ai-first-devops-toolkit,2,claude;copilot-instructions,2,True,True
Nayshins/ummon,1,claude,1,False,False
NethermindEth/nethermind,1,copilot-instructions,1,False,False
Netwrck/stable-diffusion-server,3,agents;claude;copilot-instructions,3,True,True
NewFuture/DDNS,1,copilot-instructions,1,False,False
NikBLN/weilSieDichLieben,1,claude,1,False,False
Nittarab/daisy_components,1,copilot-instructions,1,False,False
NuGet/NuGet.Client,1,copilot-instructions,1,False,False
NuGet/NuGetGallery,1,copilot-instructions,1,False,False
Nugine/const-str,1,copilot-instructions,1,False,False
Nugine/s3s,1,copilot-instructions,1,False,False
OSU-NLP-Group/saev,2,agents;claude,2,True,True
OWASP-BLT/BLT,1,copilot-instructions,1,False,False
OWASP/wrongsecrets,1,copilot-instructions,1,False,False
OfficeDev/Microsoft-Teams-Samples,1,copilot-instructions,1,False,False
OlympiaAI/raix,1,claude,1,False,False
OneKeyHQ/app-monorepo,1,claude,1,False,False
OneKeyHQ/cross-inpage-provider,1,claude,1,False,False
OneKeyHQ/hardware-js-sdk,1,claude,1,False,False
OneSila/OneSilaHeadless,1,agents,1,False,False
Open-LLM-VTuber/Open-LLM-VTuber,2,claude;copilot-instructions,2,True,True
OpenAF/openaf,1,agents,1,False,False
OpenAgentsInc/commander,1,claude,1,False,False
OpenAgentsInc/openagents,1,agents,1,False,False
OpenCut-app/OpenCut,2,claude;copilot-instructions,2,True,True
OpenPipe/ART,1,claude,1,False,False
OpenQuester/OpenQuester,1,copilot-instructions,1,False,False
OskarStark/enum-helper,1,claude,1,False,False
POW-Software/ByteSync,1,agents,1,False,False
PRQL/prql,1,claude,1,False,False
PSModule/Process-PSModule,1,copilot-instructions,1,False,False
PV-Bhat/vibe-check-mcp-server,1,agents,1,False,False
